"key","value","date"
"kochs",1,"06/01/11"
"kochs",1,"08/01/11"
"kochs",1,"09/01/11"
"kochs",1,"01/01/12"
"kochs",1,"02/01/12"
"kochs",1,"03/01/12"
"kochs",1,"04/01/12"
"kochs",1,"07/01/12"
"kochs",1,"08/01/12"
"kochs",98,"09/01/12"
"kochs",1,"10/01/12"
"kochs",2,"11/01/12"
"kochs",2,"12/01/12"
"kochs",1,"12/01/14"
"political",1,"01/01/09"
"political",97,"03/01/09"
"political",52,"04/01/09"
"political",106,"05/01/09"
"political",106,"06/01/09"
"political",97,"07/01/09"
"political",106,"08/01/09"
"political",34,"09/01/09"
"political",63,"10/01/09"
"political",154,"11/01/09"
"political",3,"12/01/09"
"political",171,"01/01/10"
"political",181,"02/01/10"
"political",4,"03/01/10"
"political",124,"04/01/10"
"political",211,"05/01/10"
"political",171,"06/01/10"
"political",178,"07/01/10"
"political",25,"08/01/10"
"political",26,"09/01/10"
"political",183,"10/01/10"
"political",193,"11/01/10"
"political",119,"12/01/10"
"political",1,"01/01/11"
"political",1,"03/01/11"
"political",1,"04/01/11"
"political",1,"05/01/11"
"political",1,"06/01/11"
"political",1,"08/01/11"
"political",1,"09/01/11"
"political",1,"01/01/12"
"political",1,"02/01/12"
"political",1,"03/01/12"
"political",1,"04/01/12"
"political",1,"07/01/12"
"political",1,"08/01/12"
"political",98,"09/01/12"
"political",2,"10/01/12"
"political",97,"11/01/12"
"political",97,"12/01/12"
"political",1,"12/01/14"
"public",1,"01/01/09"
"public",97,"03/01/09"
"public",119,"04/01/09"
"public",98,"05/01/09"
"public",44,"06/01/09"
"public",91,"07/01/09"
"public",113,"08/01/09"
"public",72,"09/01/09"
"public",215,"10/01/09"
"public",191,"11/01/09"
"public",206,"12/01/09"
"public",207,"01/01/10"
"public",44,"02/01/10"
"public",182,"03/01/10"
"public",225,"04/01/10"
"public",235,"05/01/10"
"public",170,"06/01/10"
"public",220,"07/01/10"
"public",168,"08/01/10"
"public",132,"09/01/10"
"public",98,"10/01/10"
"public",207,"11/01/10"
"public",225,"12/01/10"
"public",1,"01/01/11"
"public",1,"03/01/11"
"public",1,"04/01/11"
"public",1,"05/01/11"
"public",1,"06/01/11"
"public",1,"08/01/11"
"public",1,"09/01/11"
"public",1,"01/01/12"
"public",1,"02/01/12"
"public",1,"03/01/12"
"public",1,"04/01/12"
"public",1,"07/01/12"
"public",1,"08/01/12"
"public",98,"09/01/12"
"public",1,"10/01/12"
"public",2,"11/01/12"
"public",2,"12/01/12"
"public",1,"12/01/14"
"women",1,"01/01/09"
"women",97,"03/01/09"
"women",44,"04/01/09"
"women",83,"05/01/09"
"women",3,"06/01/09"
"women",97,"07/01/09"
"women",106,"08/01/09"
"women",215,"09/01/09"
"women",215,"10/01/09"
"women",44,"11/01/09"
"women",205,"12/01/09"
"women",161,"01/01/10"
"women",205,"02/01/10"
"women",172,"03/01/10"
"women",225,"04/01/10"
"women",200,"05/01/10"
"women",167,"06/01/10"
"women",163,"07/01/10"
"women",127,"08/01/10"
"women",13,"09/01/10"
"women",194,"10/01/10"
"women",163,"11/01/10"
"women",225,"12/01/10"
"women",1,"01/01/11"
"women",1,"03/01/11"
"women",1,"04/01/11"
"women",1,"05/01/11"
"women",1,"06/01/11"
"women",1,"08/01/11"
"women",1,"09/01/11"
"women",1,"01/01/12"
"women",1,"02/01/12"
"women",1,"03/01/12"
"women",1,"04/01/12"
"women",1,"07/01/12"
"women",1,"08/01/12"
"women",98,"09/01/12"
"women",1,"10/01/12"
"women",2,"11/01/12"
"women",2,"12/01/12"
"women",1,"12/01/14"
"years",1,"01/01/09"
"years",97,"03/01/09"
"years",44,"04/01/09"
"years",83,"05/01/09"
"years",3,"06/01/09"
"years",97,"07/01/09"
"years",106,"08/01/09"
"years",215,"09/01/09"
"years",215,"10/01/09"
"years",44,"11/01/09"
"years",205,"12/01/09"
"years",161,"01/01/10"
"years",205,"02/01/10"
"years",172,"03/01/10"
"years",225,"04/01/10"
"years",200,"05/01/10"
"years",167,"06/01/10"
"years",163,"07/01/10"
"years",127,"08/01/10"
"years",13,"09/01/10"
"years",194,"10/01/10"
"years",163,"11/01/10"
"years",225,"12/01/10"
"years",1,"01/01/11"
"years",1,"03/01/11"
"years",1,"04/01/11"
"years",1,"05/01/11"
"years",1,"06/01/11"
"years",1,"08/01/11"
"years",1,"09/01/11"
"years",1,"01/01/12"
"years",1,"02/01/12"
"years",1,"03/01/12"
"years",1,"04/01/12"
"years",1,"07/01/12"
"years",1,"08/01/12"
"years",98,"09/01/12"
"years",1,"10/01/12"
"years",2,"11/01/12"
"years",2,"12/01/12"
"years",1,"12/01/14"
