"key","value","date"
"fyi",1,"03/01/12"
"fyi",2,"04/01/12"
"fyi",1,"07/01/12"
"fyi",1,"08/01/12"
"fyi",23,"09/01/12"
"fyi",194,"10/01/12"
"fyi",97,"11/01/12"
"fyi",147,"12/01/12"
"fyi",1,"12/01/14"
"huma",1,"01/01/09"
"huma",194,"03/01/09"
"huma",52,"04/01/09"
"huma",191,"05/01/09"
"huma",170,"06/01/09"
"huma",163,"07/01/09"
"huma",228,"08/01/09"
"huma",185,"09/01/09"
"huma",186,"10/01/09"
"huma",177,"11/01/09"
"huma",217,"12/01/09"
"huma",185,"01/01/10"
"huma",195,"02/01/10"
"huma",180,"03/01/10"
"huma",180,"04/01/10"
"huma",157,"05/01/10"
"huma",163,"06/01/10"
"huma",127,"07/01/10"
"huma",176,"08/01/10"
"huma",144,"09/01/10"
"huma",148,"10/01/10"
"huma",142,"11/01/10"
"huma",63,"12/01/10"
"huma",1,"01/01/11"
"huma",1,"03/01/11"
"huma",1,"04/01/11"
"huma",1,"05/01/11"
"huma",1,"06/01/11"
"huma",1,"08/01/11"
"huma",1,"09/01/11"
"huma",1,"01/01/12"
"huma",1,"02/01/12"
"huma",1,"03/01/12"
"huma",2,"04/01/12"
"huma",1,"07/01/12"
"huma",1,"08/01/12"
"huma",23,"09/01/12"
"huma",194,"10/01/12"
"huma",97,"11/01/12"
"huma",147,"12/01/12"
"huma",1,"12/01/14"
"pls",1,"01/01/09"
"pls",194,"03/01/09"
"pls",52,"04/01/09"
"pls",191,"05/01/09"
"pls",170,"06/01/09"
"pls",163,"07/01/09"
"pls",228,"08/01/09"
"pls",185,"09/01/09"
"pls",186,"10/01/09"
"pls",177,"11/01/09"
"pls",217,"12/01/09"
"pls",185,"01/01/10"
"pls",195,"02/01/10"
"pls",180,"03/01/10"
"pls",180,"04/01/10"
"pls",157,"05/01/10"
"pls",163,"06/01/10"
"pls",127,"07/01/10"
"pls",176,"08/01/10"
"pls",144,"09/01/10"
"pls",148,"10/01/10"
"pls",142,"11/01/10"
"pls",63,"12/01/10"
"pls",1,"01/01/11"
"pls",1,"03/01/11"
"pls",1,"04/01/11"
"pls",1,"05/01/11"
"pls",1,"06/01/11"
"pls",1,"08/01/11"
"pls",1,"09/01/11"
"pls",1,"01/01/12"
"pls",1,"02/01/12"
"pls",1,"03/01/12"
"pls",2,"04/01/12"
"pls",1,"07/01/12"
"pls",1,"08/01/12"
"pls",23,"09/01/12"
"pls",194,"10/01/12"
"pls",97,"11/01/12"
"pls",147,"12/01/12"
"pls",1,"12/01/14"
"talk",1,"01/01/09"
"talk",194,"03/01/09"
"talk",52,"04/01/09"
"talk",191,"05/01/09"
"talk",170,"06/01/09"
"talk",163,"07/01/09"
"talk",228,"08/01/09"
"talk",185,"09/01/09"
"talk",186,"10/01/09"
"talk",177,"11/01/09"
"talk",217,"12/01/09"
"talk",185,"01/01/10"
"talk",195,"02/01/10"
"talk",180,"03/01/10"
"talk",180,"04/01/10"
"talk",157,"05/01/10"
"talk",163,"06/01/10"
"talk",127,"07/01/10"
"talk",176,"08/01/10"
"talk",144,"09/01/10"
"talk",148,"10/01/10"
"talk",142,"11/01/10"
"talk",63,"12/01/10"
"talk",1,"01/01/11"
"talk",1,"03/01/11"
"talk",1,"04/01/11"
"talk",1,"05/01/11"
"talk",1,"06/01/11"
"talk",1,"08/01/11"
"talk",1,"09/01/11"
"talk",1,"01/01/12"
"talk",1,"02/01/12"
"talk",1,"03/01/12"
"talk",2,"04/01/12"
"talk",1,"07/01/12"
"talk",1,"08/01/12"
"talk",23,"09/01/12"
"talk",194,"10/01/12"
"talk",97,"11/01/12"
"talk",147,"12/01/12"
"talk",1,"12/01/14"
"today",1,"01/01/09"
"today",194,"03/01/09"
"today",52,"04/01/09"
"today",191,"05/01/09"
"today",170,"06/01/09"
"today",163,"07/01/09"
"today",228,"08/01/09"
"today",185,"09/01/09"
"today",186,"10/01/09"
"today",177,"11/01/09"
"today",217,"12/01/09"
"today",185,"01/01/10"
"today",195,"02/01/10"
"today",180,"03/01/10"
"today",180,"04/01/10"
"today",157,"05/01/10"
"today",163,"06/01/10"
"today",127,"07/01/10"
"today",176,"08/01/10"
"today",144,"09/01/10"
"today",148,"10/01/10"
"today",142,"11/01/10"
"today",63,"12/01/10"
"today",1,"01/01/11"
"today",1,"03/01/11"
"today",1,"04/01/11"
"today",1,"05/01/11"
"today",1,"06/01/11"
"today",1,"08/01/11"
"today",1,"09/01/11"
"today",1,"01/01/12"
"today",1,"02/01/12"
"today",1,"03/01/12"
"today",2,"04/01/12"
"today",1,"07/01/12"
"today",1,"08/01/12"
"today",23,"09/01/12"
"today",194,"10/01/12"
"today",97,"11/01/12"
"today",147,"12/01/12"
"today",1,"12/01/14"
"tomorrow",1,"01/01/09"
"tomorrow",194,"03/01/09"
"tomorrow",52,"04/01/09"
"tomorrow",191,"05/01/09"
"tomorrow",170,"06/01/09"
"tomorrow",163,"07/01/09"
"tomorrow",228,"08/01/09"
"tomorrow",185,"09/01/09"
"tomorrow",186,"10/01/09"
"tomorrow",177,"11/01/09"
"tomorrow",217,"12/01/09"
"tomorrow",185,"01/01/10"
"tomorrow",195,"02/01/10"
"tomorrow",180,"03/01/10"
"tomorrow",180,"04/01/10"
"tomorrow",157,"05/01/10"
"tomorrow",163,"06/01/10"
"tomorrow",127,"07/01/10"
"tomorrow",176,"08/01/10"
"tomorrow",144,"09/01/10"
"tomorrow",148,"10/01/10"
"tomorrow",142,"11/01/10"
"tomorrow",63,"12/01/10"
"tomorrow",1,"01/01/11"
"tomorrow",1,"03/01/11"
"tomorrow",1,"04/01/11"
"tomorrow",1,"05/01/11"
"tomorrow",1,"06/01/11"
"tomorrow",1,"08/01/11"
"tomorrow",1,"09/01/11"
"tomorrow",1,"01/01/12"
"tomorrow",1,"02/01/12"
"tomorrow",1,"03/01/12"
"tomorrow",2,"04/01/12"
"tomorrow",1,"07/01/12"
"tomorrow",1,"08/01/12"
"tomorrow",23,"09/01/12"
"tomorrow",194,"10/01/12"
"tomorrow",97,"11/01/12"
"tomorrow",147,"12/01/12"
"tomorrow",1,"12/01/14"
